Survey_ID,Region,Country,Business Unit,Quarter,Employee_Level,Question_ID,Question_Category,Response_Value,Response_Date
S-3857,AMERICAS,Germany,HR,q22025,Manager,3,Compliance,3.0,
S-2456,apac,India,IT,Q1-2025,director,q-2,Compliance,2.0,10-07-2025
S-1529,Americas,Japan,Finance,q22025,,q-5,ethics,3.0,2025/09/25
S-1458,AMERICAS,France,sales,Q1 2025,staff,3,Data privacy,3.0,2025-02-13
S-3996,EmEa,JN,s,q22025, ,q-5,ethics,,2025/07/29
S-2812,apac,,Sales,Q3-2025,Manager,q3,Data privacy,6.0,2025/07/05
S-2411,Americas,,hr,Q1 2025,Director,Q-04,Conduct,2.0,16-07-2025
S-2953,emea,Germany,Sales,Q3-2025,Staff,Q-05,Data Privacy,,2025/10/16
S-1267,ApAc,Japan,Finance,Q1-2025,Staff,Q-04,Compliance,5.0,2025-04-03
S-1736,EmEa,USA,sales,Q2-2025,Manager,q-2,Data Privacy,1.0,04-04-2025
S-3323,ApAc,UK,Operations,q22025,manager,Q-02,ethics,6.0,01-11-2025
S-1791,emea,     ,F,q22025,Manager,Q-04,Conduct,,2025/03/12
S-3502,emea,India,Finance,Q1 2025,director,q04,Data Privacy,4.0,2025/07/17
S-3846,ApAc,UK,Sales,Q2-2025,Director,q-1,Data Privacy,3.0,
S-2851,ApAc,Japan,F,Q4-2025,Senior Staff,q3,Conflict of Int.,1.0,2025/04/19
S-3543,AMERICAS,,IT,Q3-2025,Senior Staff,3,ethics,3.0,2025/09/19
S-2251,EmEa,JN,s,Q3-2025,staff,q-5,Data privacy,1.0,2025/10/19
S-2725,emea,UK,HR,Q3-2025,Staff,Q-02,Data Privacy,1.0,09-07-2025
S-3182,emea,India,F,Q3-2025,,q3,Conduct,1.0,
S-1749,apac,Japan,Sales,q22025, ,q3,Conduct,5.0,
S-2302,apac,INDIA,F,Q1 2025,Director,q-1,Conflict of Int.,1.0,2025/11/16
S-2441,Americas,USA,sales,Q2-2025,Senior Staff,q-1,Conduct,6.0,2025-08-07
S-3281,EmEa,JN,Finance,Q2-2025,Manager,Q-04,Compliance,,2025/08/05
S-2848,emea,,finance,Q2-2025,staff,q-5,ethics,6.0,2025-04-11
S-2204,EmEa, ,F,Q3-2025,,q-1,ethics,3.0,2025-02-16
S-3071,Americas,,Sales,Q3-2025,director,q3,Compliance,2.0,2025-02-08
S-3817,emea,UK,Sales,Q1 2025,director,q-1,Data privacy,1.0,2025-08-12
S-1314,EmEa,     ,IT,Q1-2025,Staff,Q-01,Data privacy,5.0,2025/09/11
S-1853,ApAc,     ,IT,Q1-2025,Director,q-5,Ethics,2.0,2025/01/04
S-1366,apac,     ,Finance,q22025,manager,Q-05,Conflict of Int.,3.0,08-05-2025
S-3049,emea,,hr,q22025,staff,Q-04,Compliance,4.0,2025-05-08
S-1270,EmEa,UK,IT,Q1 2025,manager,q-1,Compliance,,2025-03-01
S-1221,Americas,United States,HR,Q4-2025,Senior Staff,Q-01,Ethics,,
S-2830,APAC,,F,Q1-2025,director,3,Ethics,,2025/05/15
S-2892,Americas, ,HR,Q4-2025,staff,q-5,ethics,,2025/04/07
S-3439,Americas,,F,Q4-2025,Staff,Q-2,Conduct,3.0,2025/10/07
S-3685,apac,,hr,Q1-2025,manager,Q-01,Compliance,4.0,06-04-2025
S-1981,Americas,UK,sales,Q1-2025,staff,q-5,Data Privacy,,2025-05-28
S-2452,ApAc,Japan,HR,Q1-2025,staff,q-5,Conduct,4.0,04-11-2025
S-2951,ApAc,INDIA,s,Q1 2025,staff,q3,ethics,4.0,11-09-2025
S-3975,EmEa,India,s,Q3-2025,Senior Staff,Q-05,Ethics,3.0,06-11-2025
S-3838,apac,Germany,hr,Q1-2025,Senior Staff,3,ethics,4.0,2025-10-08
S-1930,emea,UK,HR,q22025,,Q-05,Data privacy,3.0,2025/09/18
S-3917,Americas,United States,sales,Q1 2025,,q04,Ethics,1.0,2025/11/12
S-2981,ApAc,India,Sales,Q1-2025,Senior Staff,Q-03,Conflict of Int.,,2025-01-03
S-3034,ApAc,,finance,Q2-2025,Senior Staff,q04,Compliance,4.0,2025/10/17
S-3648,EmEa,Germany,F,q22025,Staff,q04,Data Privacy,,
S-3506,ApAc,INDIA,hr,Q2-2025,manager,Q-2,Data Privacy,1.0,
S-3332,APAC,Germany,finance,Q1 2025,staff,Q-02,Data Privacy,6.0,2025/10/30
S-3509,emea,Germany,Sales,Q3-2025,staff,q-1,Compliance,2.0,
S-1378,ApAc,USA,F,Q1 2025,manager,q-2,Conduct,2.0,2025-11-03
S-3973,Americas,UK,HR,Q1-2025,director,Q-05,Data Privacy,6.0,17-06-2025
S-1582,apac,United States,Sales,Q2-2025,staff,q-2,Data privacy,,2025-07-25
S-1559,EmEa, ,sales,Q3-2025,Director,3,Compliance,4.0,12-06-2025
S-2946,APAC,Germany,sales,Q3-2025,director,3,Conduct,3.0,2025/01/15
S-2378,Americas,,s,Q2-2025, ,Q-05,ethics,2.0,2025-09-06
S-2091,EmEa,IN,Sales,q22025,director,q-1,Ethics,5.0,22-01-2025
S-3417,EMEA,Japan,Operations,Q2-2025,Manager,q-1,Compliance,1.0,2025-08-25
S-2241,APAC,Germany,Sales,q22025, ,q-2,ethics,6.0,2025/10/02
S-3583,EMEA,United States,s,Q1-2025, ,Q-2,ethics,6.0,2025-08-09
S-3099,AMERICAS,     ,s,q22025,director,Q-01,Ethics,1.0,2025/03/14
S-1766,EMEA,JN,F,Q1 2025, ,Q-04,Ethics,5.0,2025-05-28
S-3707,Americas,USA,sales,Q1-2025,staff,Q-2,Conflict of Int.,1.0,2025-05-01
S-1113,APAC,Germany,IT,Q2-2025,Director,q04,Data privacy,,2025-11-05
S-2231,APAC,     ,HR,Q4-2025,manager,Q-2,Ethics,5.0,2025/09/09
S-2303,APAC,UK,hr,Q1 2025,manager,q-5,Conduct,6.0,2025/04/19
S-2091,AMERICAS,INDIA,Sales,q22025,Director,Q-05,Data Privacy,5.0,
S-1756,APAC,INDIA,F,Q3-2025,Manager,q-1,Data Privacy,4.0,2025/05/18
S-3017,EMEA,Japan,F,Q4-2025, ,q3,Compliance,6.0,2025/08/01
S-2230,ApAc,France,IT,Q2-2025,Director,q3,Conduct,2.0,2025/10/01
S-3439,emea,Japan,HR,Q1 2025,staff,q-2,Data privacy,6.0,01-05-2025
S-1950,APAC,United States,Finance,Q2-2025,,Q-04,Ethics,4.0,15-06-2025
S-2868,APAC,India,HR,Q3-2025,staff,q3,ethics,5.0,2025-10-23
S-2042,apac,INDIA,IT,Q1-2025,Staff,Q-01,Data privacy,1.0,25-05-2025
S-1070,ApAc,,IT,Q1-2025,manager,Q-2,Compliance,4.0,
S-3649,apac,JN,Operations,Q3-2025,Manager,Q-2,Conduct,1.0,2025-01-05
S-2036,Americas,IN,sales,Q1-2025,director,q-5,Conduct,3.0,2025/10/17
S-3172,apac,IN,s,Q4-2025,,q3,Data privacy,2.0,
S-1061,ApAc,     ,sales,Q2-2025,,q-5,Data Privacy,3.0,2025-11-16
S-2638,AMERICAS,Japan,F,Q2-2025,director,q04,Conduct,1.0,
S-1917,EmEa,IN,Finance,Q4-2025, ,q-1,Data privacy,6.0,2025/03/16
S-1868,AMERICAS,INDIA,s,Q1-2025,staff,q04,Conduct,2.0,2025/02/12
S-3762,emea,IN,Operations,Q1 2025,,Q-05,Ethics,4.0,2025-04-20
S-1871,emea,UK,Operations,Q2-2025,manager,q-2,Compliance,1.0,
S-3135,ApAc,,HR,Q1-2025,Staff,q-1,Conduct,6.0,09-05-2025
S-3592,APAC,     ,IT,Q2-2025,staff,Q-02,ethics,2.0,2025/02/24
S-3377,APAC,     ,sales,Q4-2025,Senior Staff,q3,ethics,1.0,27-09-2025
S-1154,EmEa,     ,F,Q1 2025,manager,Q-01,Conduct,6.0,02-06-2025
S-1401,ApAc,     ,finance,q22025,Senior Staff,q-1,Data privacy,4.0,2025/01/02
S-3423,Americas,,IT,Q2-2025, ,q-1,Data privacy,2.0,2025/11/19
S-2633,Americas, ,hr,Q1-2025,Manager,q3,Data Privacy,,2025-02-26
S-3688,ApAc,IN,Sales,Q1 2025,Director,Q-03,Data Privacy,1.0,2025-08-14
S-3683,emea, ,Finance,Q3-2025,,q-5,Conflict of Int.,6.0,2025/02/03
S-3736,ApAc,India,Operations,Q3-2025, ,3,Ethics,2.0,2025-05-24
S-3221,ApAc,United States,Finance,Q3-2025,Manager,q-5,Conduct,3.0,
S-1511,Americas,United States,HR,Q3-2025,Staff,q-1,ethics,5.0,
S-2690,APAC,     ,Finance,Q3-2025,Manager,Q-2,Compliance,1.0,2025-05-10
S-1605,ApAc,United States,Sales,Q4-2025,,Q-04,Compliance,,01-09-2025
S-1932,apac,INDIA,Finance,Q1-2025,director,q-2,Ethics,,2025/06/21
S-3341,EmEa,Germany,hr,q22025,manager,3,Conduct,2.0,2025/05/19
S-3281,EmEa,UK,hr,Q2-2025,Director,Q-04,Data privacy,,2025/06/03
S-1389,APAC,France,s,Q3-2025,Senior Staff,Q-04,Data privacy,4.0,2025-06-09
S-1989,ApAc,INDIA,hr,Q1 2025,staff,Q-2,Data privacy,6.0,2025-11-06
S-3291,apac,JN,Finance,q22025,staff,q-1,Ethics,,2025/06/20
S-3960,apac,UK,IT,Q1 2025, ,q-1,Conflict of Int.,4.0,2025/07/23
S-3236,EMEA,United States,Operations,Q1-2025,Senior Staff,3,Conduct,,2025-04-12
S-2907,apac,JN,IT,q22025,manager,q-5,Ethics,,06-09-2025
S-3881,EMEA,Germany,Operations,Q1 2025,Senior Staff,q-2,Conduct,3.0,2025-08-14
S-3802,ApAc,,Operations,Q3-2025,Senior Staff,Q-03,Conduct,,2025-07-22
S-1975,emea,,HR,Q3-2025,Director,Q-03,ethics,1.0,2025-11-22
S-2049,APAC,UK,s,Q3-2025,manager,q-2,Conflict of Int.,,16-10-2025
S-3866,EmEa,Germany,finance,Q2-2025,manager,q-2,Data Privacy,,11-02-2025
S-2438,EmEa,India,sales,Q1 2025,staff,Q-01,Compliance,6.0,2025/09/18
S-3650,APAC,,IT,Q1 2025,,Q-02,Ethics,3.0,2025/08/03
S-2257,AMERICAS,,s,Q1-2025,Staff,q-2,Conduct,6.0,2025-10-23
S-1228,AMERICAS,France,Operations,q22025,manager,Q-03,Data privacy,3.0,2025/02/12
S-1785,emea,INDIA,F,q22025,Manager,q-1,Data privacy,,18-10-2025
S-3441,EMEA, ,HR,q22025,Staff,Q-02,Data privacy,2.0,2025/11/21
S-3025,apac,USA,finance,q22025,Senior Staff,q04,Conduct,6.0,22-09-2025
S-1600,emea,INDIA,sales,Q4-2025,Staff,Q-02,Compliance,4.0,
S-2470,EMEA,JN,finance,Q4-2025,Staff,q-5,Data Privacy,3.0,2025-02-25
S-1624,APAC,France,s,Q2-2025,Staff,Q-2,Conduct,3.0,2025-03-25
S-1229,EmEa,,HR,Q4-2025,staff,q-5,Conflict of Int.,3.0,12-07-2025
S-2164,emea,JN,s,Q1 2025,Manager,q-1,Compliance,3.0,2025-03-12
S-1997,ApAc,France,HR,Q3-2025,Manager,Q-03,Conflict of Int.,4.0,19-04-2025
S-3939,emea,Japan,Finance,Q1 2025,Manager,Q-2,Data privacy,1.0,23-04-2025
S-3438,EmEa,India,Finance,Q1-2025,Staff,3,Conduct,2.0,22-05-2025
S-1640,ApAc,JN,sales,Q4-2025,Director,3,Data Privacy,,2025/04/29
S-2173,emea,United States,sales,Q1 2025,Director,Q-2,Conduct,3.0,2025-08-27
S-1785,apac,     ,IT,Q2-2025,,Q-04,Data Privacy,5.0,05-06-2025
S-3876,apac,,Finance,Q3-2025, ,Q-03,ethics,6.0,2025/10/22
S-1841,apac,INDIA,IT,Q1 2025,,Q-2,ethics,5.0,2025/02/05
S-3207,EMEA,Germany,s,Q2-2025,director,q3,Ethics,1.0,12-05-2025
S-1182,apac,INDIA,Operations,q22025,Staff,Q-05,Conduct,,2025/06/10
S-1408,AMERICAS,,Finance,Q1-2025,Director,Q-02,Ethics,5.0,2025-08-13
S-2195,EmEa,INDIA,Finance,Q4-2025,Director,q3,Data privacy,6.0,2025/04/08
S-2285,Americas,JN,sales,Q1-2025,Manager,q3,Conduct,2.0,2025/11/12
S-3264,AMERICAS,France,Finance,Q4-2025,,Q-01,ethics,5.0,2025-09-24
S-3972,apac,United States,HR,Q1 2025,Director,Q-01,Conduct,4.0,2025/06/07
S-1496,Americas,India,hr,Q2-2025,Senior Staff,q3,Ethics,2.0,2025-09-28
S-3797,emea,United States,Sales,Q1 2025,manager,Q-2,ethics,2.0,
S-2776,emea,Germany,hr,Q3-2025,director,Q-03,Ethics,1.0,2025/03/15
S-1493,AMERICAS,UK,Finance,Q1-2025,manager,Q-03,ethics,,2025/09/21
S-1864,ApAc, ,Finance,Q3-2025,Senior Staff,q-5,Data Privacy,4.0,01-08-2025
S-2316,EmEa,INDIA,Operations,Q1-2025,manager,q04,Data Privacy,1.0,03-08-2025
S-2548,EMEA,,hr,q22025,Director,q-5,Compliance,2.0,2025/06/02
S-2902,AMERICAS,,s,Q2-2025,Senior Staff,q04,Data privacy,6.0,24-06-2025
S-1638,apac,Japan,HR,Q2-2025,Director,Q-2,Compliance,,2025/09/20
S-1896,emea,USA,F,Q2-2025,director,q3,Ethics,4.0,2025/05/13
S-1599,EMEA,     ,Finance,Q1 2025,staff,q3,Conduct,6.0,
S-3726,EMEA, ,Finance,Q2-2025,Senior Staff,q3,Data privacy,5.0,2025-01-09
S-1748,apac,UK,sales,Q4-2025,director,q-5,Conduct,3.0,2025/11/24
S-2254,ApAc,France,sales,Q2-2025,director,Q-02,Compliance,4.0,
S-3720,APAC,UK,Sales,Q1-2025,Manager,q-1,Data Privacy,2.0,2025/11/16
S-1348,EmEa,,Finance,Q1 2025,Senior Staff,q-1,ethics,6.0,2025/10/13
S-2959,emea,United States,hr,Q4-2025,manager,3,ethics,2.0,2025/05/13
S-2985,EmEa,     ,F,Q2-2025,,Q-03,Data privacy,5.0,2025-06-15
S-1313,EMEA,,finance,q22025,Senior Staff,q-1,Compliance,2.0,18-06-2025
S-2039,AMERICAS,France,Operations,Q1 2025,Staff,Q-04,Data privacy,6.0,2025-07-30
S-2823,emea,JN,HR,Q1-2025,manager,Q-03,Data Privacy,4.0,10-03-2025
S-3931,EMEA,JN,Operations,Q4-2025,Director,3,Data privacy,2.0,2025-01-17
S-3174,AMERICAS,USA,hr,Q2-2025,Manager,Q-02,Ethics,6.0,2025-11-03
S-3370,emea,,hr,Q1-2025,Staff,Q-01,Data Privacy,5.0,28-05-2025
S-2162,ApAc,,Sales,Q2-2025,Senior Staff,Q-03,Conduct,5.0,2025/09/02
S-3357,APAC,IN,hr,Q4-2025,Senior Staff,q-5,Conduct,5.0,22-10-2025
S-3997,AMERICAS,     ,Sales,Q3-2025,Manager,q3,Conflict of Int.,,15-08-2025
S-3154,apac, ,Sales,Q1 2025,staff,q-2,Data privacy,2.0,
S-2202,ApAc,France,Finance,Q4-2025,Director,Q-03,Ethics,1.0,20-05-2025
S-2906,AMERICAS,INDIA,Operations,Q1 2025,staff,Q-2,Conflict of Int.,1.0,2025-09-15
S-2041,APAC,India,Finance,Q4-2025,,q04,Data Privacy,,05-04-2025
S-3699,apac,United States,Sales,Q3-2025,Director,Q-2,Compliance,5.0,2025-02-19
S-2328,emea,     ,finance,Q4-2025,Director,Q-05,Compliance,,01-11-2025
S-3190,APAC,USA,Finance,q22025,Manager,3,Conduct,,02-11-2025
S-2456,apac,,hr,Q1-2025,Manager,Q-01,Ethics,6.0,2025-10-22
S-1430,AMERICAS,UK,Sales,Q4-2025,Manager,q3,Data Privacy,3.0,03-05-2025
S-1725,ApAc,JN,F,q22025,Staff,q-2,ethics,1.0,06-04-2025
S-1734,EMEA,USA,IT,Q3-2025,director,Q-2,Compliance,2.0,2025/11/19
S-1513,Americas,Germany,Sales,Q1 2025,Manager,3,Ethics,1.0,01-01-2025
S-3656,AMERICAS,Japan,hr,Q4-2025,,Q-02,Data privacy,,26-02-2025
S-3253,Americas,France,IT,Q1-2025,Staff,Q-05,Conflict of Int.,6.0,
S-3464,EmEa,Japan,finance,Q1-2025,staff,Q-2,ethics,4.0,04-09-2025
S-3880,EMEA,France,hr,Q2-2025,Director,Q-05,ethics,3.0,24-11-2025
S-1808,emea,India,finance,Q1-2025,Director,Q-01,Ethics,2.0,2025/01/23
S-1452,EmEa,USA,F,Q3-2025,staff,Q-04,Conduct,,2025-06-30
S-3745,Americas,Germany,Sales,Q4-2025, ,Q-2,Compliance,4.0,2025/09/01
S-2331,ApAc,Germany,HR,Q1-2025,manager,q04,ethics,4.0,2025/06/30
S-3179,emea,UK,HR,Q1-2025,staff,Q-04,Compliance,3.0,2025/11/23
S-3609,apac,USA,s,Q2-2025,Director,Q-05,ethics,4.0,22-04-2025
S-2047,emea,USA,Finance,Q3-2025,Manager,Q-01,Data privacy,,2025/06/06
S-3006,APAC,India,Finance,Q1-2025,Director,Q-03,Conduct,5.0,02-11-2025
S-2651,APAC,,hr,Q2-2025,manager,q04,ethics,,25-03-2025
S-3622,Americas,USA,IT,Q3-2025,manager,3,Compliance,5.0,2025-01-26
S-1616,ApAc,JN,Operations,Q4-2025,director,q-2,Conflict of Int.,6.0,23-08-2025
S-1148,apac,JN,sales,Q1 2025,manager,q-5,Compliance,6.0,2025/08/01
S-2889,APAC,UK,IT,Q2-2025,Manager,3,Compliance,2.0,2025/10/19
S-2395,emea,     ,Finance,q22025,,q-2,Data Privacy,,2025/10/19
S-3791,APAC,,Finance,Q3-2025,manager,3,Data Privacy,,05-02-2025
S-3461,emea,France,finance,Q2-2025, ,Q-02,Conduct,5.0,26-10-2025
S-2229,apac,France,Finance,Q1 2025,Manager,Q-03,ethics,3.0,2025-02-08
S-1024,AMERICAS,IN,HR,Q1 2025,Director,Q-05,Ethics,2.0,2025-01-11
S-3038,APAC,IN,HR,Q3-2025,Director,q-5,Data Privacy,5.0,2025/10/26
S-1365,APAC,,F,Q1 2025,Manager,q04,Conflict of Int.,5.0,02-10-2025
S-3635,AMERICAS,United States,Operations,Q1-2025,director,q04,Conduct,4.0,
S-3977,EMEA,IN,HR,Q1-2025,Manager,Q-01,ethics,3.0,05-09-2025
S-2424,EMEA,United States,finance,Q3-2025,Manager,3,Conduct,6.0,
S-3713,ApAc,     ,finance,Q4-2025,staff,Q-03,Data privacy,1.0,2025/07/17
S-3491,ApAc,,IT,Q2-2025,Senior Staff,Q-01,Conflict of Int.,3.0,23-09-2025
S-1901,APAC,India,Operations,Q4-2025,manager,Q-04,Ethics,4.0,2025/04/14
S-1410,emea,UK,hr,Q1 2025, ,Q-03,Data privacy,2.0,23-11-2025
S-1183,EMEA, ,hr,Q3-2025,Director,3,Ethics,3.0,2025/11/01
S-1478,APAC,USA,HR,Q3-2025,Manager,Q-03,Conflict of Int.,5.0,2025-09-17
S-1100,APAC,,Finance,Q1 2025,manager,q-2,Conduct,,2025/06/16
S-2152,ApAc,JN,hr,Q1 2025,director,q04,Conduct,4.0,2025-03-28
S-3487,EmEa,USA,Sales,Q3-2025,Manager,q04,Conduct,6.0,
S-2415,APAC,France,F,Q2-2025,Senior Staff,q04,Conflict of Int.,1.0,19-09-2025
S-1922,AMERICAS,United States,s,Q4-2025,director,Q-01,Data privacy,6.0,
S-1886,apac,INDIA,Sales,Q3-2025, ,3,Ethics,3.0,2025/02/05
S-3913,Americas,JN,s,Q1-2025, ,q-2,Data Privacy,3.0,2025/08/21
S-2224,AMERICAS,IN,hr,Q3-2025,manager,Q-02,Data privacy,6.0,
S-2420,apac,India,Operations,Q1-2025,director,q-1,ethics,2.0,2025/10/11
S-1162,EmEa,JN,HR,Q4-2025, ,3,Compliance,2.0,
S-3738,APAC,INDIA,hr,Q1 2025,director,q3,Compliance,5.0,19-07-2025
S-3884,APAC,Germany,sales,Q1 2025,,Q-03,Data Privacy,1.0,26-07-2025
S-3232,Americas,United States,s,q22025,staff,q04,Data Privacy,3.0,19-08-2025
S-2283,APAC,United States,s,q22025,Director,Q-05,Compliance,6.0,07-02-2025
S-3791,APAC,,Finance,Q1 2025, ,Q-02,Data privacy,5.0,2025/05/27
S-2781,AMERICAS,UK,sales,Q2-2025,staff,Q-03,Compliance,4.0,2025-09-20
S-3170,APAC,Germany,HR,Q1 2025,Staff,q-2,Ethics,,03-06-2025
S-3268,EmEa,,Operations,Q4-2025,Senior Staff,q04,Data privacy,1.0,2025/09/12
S-1325,emea,United States,Sales,Q4-2025, ,Q-04,ethics,6.0,10-02-2025
S-1719,APAC,USA,s,Q3-2025,Senior Staff,3,ethics,4.0,24-09-2025
S-1159,ApAc,India,s,Q4-2025,staff,q-1,Conduct,2.0,2025/01/26
S-1337,apac,,s,Q4-2025, ,q-2,Conduct,2.0,2025/03/15
S-2260,AMERICAS,IN,hr,q22025,Director,Q-03,Data privacy,6.0,03-02-2025
S-2151,emea,Japan,s,Q4-2025,,3,Data Privacy,3.0,2025/04/24
S-3413,EMEA, ,Sales,q22025,manager,Q-03,Data privacy,5.0,2025-10-11
S-2170,emea,Germany,Sales,Q1-2025,Staff,q-2,Conflict of Int.,4.0,2025-01-20
S-1051,APAC, ,Operations,Q2-2025,manager,q-5,Compliance,1.0,02-05-2025
S-3360,APAC,IN,Sales,q22025,Director,q-5,Data Privacy,4.0,2025-02-26
S-3167,AMERICAS,JN,HR,Q2-2025,Director,Q-2,Data Privacy,4.0,2025/11/24
S-2173,EmEa,,finance,Q1 2025,Manager,q-1,Compliance,,2025-06-19
S-1752,AMERICAS,,IT,Q2-2025,,Q-05,Compliance,4.0,2025-08-12
S-1070,EMEA,INDIA,HR,Q4-2025,Staff,q04,Conflict of Int.,2.0,
S-1966,Americas,Japan,HR,Q4-2025,director,q-5,Data Privacy,1.0,2025/09/06
S-2874,apac,,Sales,Q1-2025,director,Q-03,ethics,6.0,2025-08-28
S-1583,AMERICAS,Germany,HR,Q2-2025,staff,q04,Compliance,4.0,2025/09/04
S-3811,emea,France,Sales,Q1-2025,Senior Staff,q04,Conflict of Int.,6.0,2025/09/07
S-1768,AMERICAS,USA,F,Q1 2025,Senior Staff,q-1,Ethics,3.0,17-11-2025
S-3738,EmEa,United States,IT,Q2-2025,staff,Q-2,Ethics,,2025-05-28
S-3499,EMEA,France,finance,Q2-2025,director,Q-02,Ethics,5.0,06-01-2025
S-2169,Americas,United States,Finance,Q2-2025,Manager,Q-2,Ethics,3.0,
S-1009,AMERICAS, ,Operations,Q2-2025,Director,q-2,Data Privacy,3.0,01-05-2025
S-3630,emea, ,F,Q4-2025,manager,q-5,Data Privacy,3.0,2025/03/29
S-2337,apac, ,F,q22025,director,q04,Ethics,2.0,2025/06/02
S-2060,EmEa,USA,HR,Q4-2025,,Q-03,Conflict of Int.,,2025/04/29
S-2495,AMERICAS,USA,IT,Q3-2025,Director,Q-02,Conflict of Int.,1.0,14-09-2025
S-1825,emea,JN,IT,Q4-2025,Manager,q-1,Data privacy,6.0,
S-2366,ApAc,Japan,HR,Q4-2025,Staff,q-1,ethics,2.0,
S-2632,EmEa,,IT,Q2-2025, ,Q-2,Data Privacy,6.0,09-06-2025
S-2928,AMERICAS,UK,F,q22025,,Q-04,Conflict of Int.,3.0,01-05-2025
S-2889,APAC,Germany,Finance,Q3-2025,Director,q-2,Data privacy,,2025-03-13
S-3735,emea,Japan,F,Q4-2025,Staff,Q-01,Data privacy,5.0,2025/03/15
S-3286,Americas, ,HR,Q3-2025,Director,q3,Data privacy,2.0,2025/04/17
S-3953,apac,,Operations,Q2-2025, ,3,Conduct,,2025-11-06
S-2608,APAC,JN,IT,Q1-2025,manager,q-2,Conduct,6.0,2025-07-25
S-1644,EMEA,USA,sales,Q3-2025,Staff,q-1,Data privacy,2.0,10-10-2025
S-3791,EMEA,JN,hr,Q1-2025,Director,q-2,Conduct,6.0,2025/04/20
S-1760,Americas,India,finance,q22025,manager,Q-04,ethics,4.0,2025-04-02
S-3898,ApAc,,F,Q2-2025, ,Q-03,ethics,6.0,2025/06/19
S-2183,AMERICAS,INDIA,sales,q22025,manager,Q-05,Conduct,2.0,10-11-2025
S-3764,APAC,,sales,Q1-2025,Staff,q04,Compliance,6.0,09-02-2025
S-1531,emea,Germany,F,Q3-2025,manager,Q-05,Data privacy,2.0,2025/09/29
S-2029,APAC,Japan,s,Q1 2025,manager,Q-01,Data privacy,5.0,2025-07-23
S-1654,apac,USA,s,Q2-2025,,Q-04,Ethics,3.0,2025/04/10
S-2151,emea,India,finance,Q4-2025,Director,q-1,Data privacy,3.0,2025-05-16
S-3932,AMERICAS,,finance,Q4-2025,Director,q-1,Compliance,4.0,2025-09-27
S-3130,apac,India,hr,Q2-2025, ,Q-02,Data privacy,6.0,2025/09/05
S-3186,AMERICAS,IN,F,Q3-2025,,Q-04,ethics,1.0,2025-04-20
S-3156,EmEa,     ,hr,Q1-2025,staff,q04,Conduct,,2025/01/23
S-2330,ApAc,INDIA,finance,Q1 2025,,q-1,ethics,5.0,07-10-2025
S-3086,apac,India,hr,Q3-2025,director,q-1,Data Privacy,2.0,2025/09/27
S-1663,apac,USA,Sales,Q2-2025,staff,Q-05,Conflict of Int.,6.0,2025-07-21
S-3364,emea,United States,Sales,q22025,Director,Q-05,Conflict of Int.,2.0,2025/06/07
S-1834,emea,IN,Operations,q22025,Director,Q-2,ethics,6.0,2025-02-03
S-2411,Americas,,s,Q1-2025,Senior Staff,3,Data Privacy,,2025-05-26
S-2269,EmEa,INDIA,HR,Q3-2025,Staff,q04,ethics,,15-02-2025
S-3592,EmEa,USA,s,Q2-2025,staff,q3,Conduct,,15-02-2025
S-1323,AMERICAS, ,sales,Q1 2025,Director,Q-01,Conduct,1.0,2025-03-14
S-3834,apac,France,s,Q2-2025,Manager,Q-03,Conflict of Int.,,2025-10-22
S-2678,APAC,France,sales,Q3-2025,Senior Staff,q04,Data Privacy,4.0,2025-02-15
S-2103,apac,UK,IT,Q1-2025,Manager,Q-01,Data Privacy,3.0,2025-05-16
S-2587,ApAc,United States,Operations,Q3-2025,Staff,q3,ethics,3.0,2025/11/09
S-2725,apac, ,F,Q2-2025,manager,q04,Ethics,1.0,30-08-2025
S-2829,emea,Germany,HR,Q2-2025,manager,q-2,Ethics,2.0,2025/04/23
S-2632,AMERICAS,Germany,Sales,Q1 2025,Manager,q-1,Ethics,,23-09-2025
S-3985,EmEa,,finance,Q1 2025,Senior Staff,q-2,Ethics,1.0,04-01-2025
S-1664,ApAc,UK,HR,Q1-2025,Manager,q-2,Conflict of Int.,,2025-11-09
S-2042,ApAc,Japan,Operations,Q4-2025,Director,3,Conflict of Int.,,2025/07/14
S-3550,EMEA,Germany,IT,q22025,,Q-03,Conduct,4.0,2025/11/26
S-3386,AMERICAS,INDIA,F,Q1 2025,Staff,Q-02,Ethics,4.0,2025/10/28
S-3350,EMEA,,Finance,Q2-2025, ,Q-03,Data Privacy,1.0,2025/02/27
S-1024,AMERICAS,IN,IT,Q2-2025,Director,3,ethics,3.0,03-02-2025
S-2185,ApAc, ,finance,Q4-2025,director,Q-2,Compliance,3.0,19-07-2025
S-3624,AMERICAS,UK,hr,Q3-2025,,Q-05,Data Privacy,4.0,2025-10-30
S-3715,APAC,United States,F,Q4-2025,Director,q-1,ethics,4.0,
S-1546,AMERICAS,United States,s,q22025, ,Q-2,Compliance,1.0,2025-07-04
S-2552,Americas,India,hr,Q1-2025,Director,Q-04,Conflict of Int.,1.0,2025/04/27
S-3704,APAC,United States,hr,Q1 2025,director,3,Conflict of Int.,1.0,2025/08/14
S-2074,APAC,France,Operations,Q2-2025,,q-1,Data privacy,4.0,16-03-2025
S-1703,apac,JN,IT,Q4-2025,manager,Q-01,Ethics,2.0,2025/06/23
S-3485,AMERICAS,UK,F,Q3-2025,,Q-02,ethics,3.0,
